"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Colombia","COL","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1275.2","1350.8","1386.1","1454.2","1259.1","1301.4","1421.7","1528.8","1607.8","1807.4","1904.5","2012.2","2105.9","2389.8","2379.2","2276.8","2249.6","2390.1","2463","2414.5","2479.7","2441","2514","2579.9","2662.6","2495.1","2724.1","2514.4","2486.9","2475.4","2450.7","2550","2505.5","2506.1","2643.9","2683.9","2906.7","3060.4","3151.7","3234.2","3138.3","3340.5","3621.8","3584.5","3643.3","3358.8","3599.2","3664.2","3611.3","3410.4","3351.5","3381.8","3277.8","3754.6","3893.5","3792.5","3856","4014.2","4167","4398.6","4280.2","4341.6","",
"Comoros","COM","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1107.8","1118.8","1083.7","1162.4","1094.9","1086.7","1099.3","1188.5","1097.6","1097.6","935","1008","1078.7","1129.8","1203","1157.1","1205.5","1161.3","1058.8","1058.1","1057.8","1058.1","1125","1110","1088.8","1117.8","1155.5","1157.3","1281.3","1267","778.3","795","807.4","822.3","839.3","849.2","854.7","840.3","890.1","899.5","914.8","935.5","973.6","921.7","1128.4","1248.9","1378.9","1596.4","1704.6","1953.8","1934.6","1918.3","1899.9","1877.5","1860.6","1843.6","1826.6","1800.2","1795.6","1782","1767.2","1752.1","",
"Cabo Verde","CPV","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","650","650","650","650","485.7","487.2","488.9","440","437.5","308","303.3","191.7","238","314.3","444.4","454.5","375","333.3","428.6","531.3","428.6","440","385.7","493.6","400.9","534.3","607.2","481.9","273.8","334.6","252.9","302.1","359.1","250.3","262.9","317.2","146.9","141.5","1162","794.8","637.3","148.5","379.2","385.2","243.2","218","158.8","233.8","230.8","220","177.8","196.2","182.3","34.3","276.5","178","0.1","22.7","23.2","15.7","16.3","11.5","",
"Costa Rica","CRI","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1153.5","1177.6","1242.2","1179.9","1530.5","1442.5","1476.7","1585.7","1573.4","1436.2","1837.8","1870.8","1388.8","1575","1895.6","1713.1","2058","2291.7","2293.6","2924.5","2276.3","1742.7","2401.5","2323.6","2323.6","2253.5","2256","2518.3","2621.8","3096.8","3299","3169","3419.3","3815.4","3777.6","3483.3","3790.7","3768.9","3676.8","3626.2","3549.6","3683.4","3171.4","3059.4","3189.1","3759","3538.2","3814.3","3790.7","3199.2","3418.9","3621.5","3283.3","4497.5","3831.6","4026.1","3731","4210.1","4052.4","3357.1","4672.8","3575.2","",
"Caribbean small states","CSS","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","2001.23861053589","2216.81336639985","2057.63805016999","2081.70673744365","2158.94755216555","2144.71985339682","2184.35966328779","1892.75349970068","2034.84324299872","2291.77386414183","2191.1160973341","2265.3273858807","2346.85602184097","2599.22978245338","2425.50922194668","2267.32251801824","2839.14127402103","2940.53992337585","3013.2887212424","3202.22281985153","3306.78432983168","3356.05049333285","3256.6754584805","3283.90055765288","3338.05894138291","3361.58176517259","3230.43716263252","3165.87220379106","3240.41452976946","3158.01015914323","3343.38421255992","3430.63781694019","3250.92359220393","3439.16706385358","3552.64418146043","3692.75621297711","3727.46770710142","3717.34596673242","3627.83401752624","3620.51358586319","3751.10681972815","3747.25447999597","3844.03420264484","3771.3180262804","3595.50217025599","4121.63745778622","3979.44555500713","3879.07255300344","3999.05577615616","3986.3214610836","4072.66834669139","4239.47916381972","4593.71389456709","4788.67475678353","4922.4578818331","4795.59527230941","5157.35075547059","5270.06501211268","5156.99602319051","5042.03089337662","5028.08051917809","5387.65940166526","",
"Cuba","CUB","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1204.8","1210.7","1357","1273.7","1082.6","1178.6","1151.9","1209","1399.5","1525.6","1617.4","1374","1278.1","1804.7","2070.1","2275.4","2412.5","2420.1","2321.8","2546.8","2504.4","2692.8","2702.5","2727.8","2615.6","2681.5","2430.4","2549.1","2516","2342.1","2175.9","1751.1","1324.4","1789.1","1964.6","2007.3","2188.6","1874.7","2750.8","2528.4","2880.6","3123.2","3188.8","2921.5","2561.6","2782.8","2912.9","2674.2","2068.8","1937.2","2619.1","2803.2","2903.8","2813.7","2964.6","2939.3","2854.3","2876.5","2831.7","2572.3","2406.1","2354.2","",
"Curacao","CUW","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","654.8","1157.6","1121.3","802.9","1598.9","752.4","1297.7","824.8","1334.9","657.3","1336.3","1068.3","107.2","1290.8","1475.3","1462.9","1315","1777.3","1665","1939.4","1773.3","1778.2","1388.8","1757.7","2097.7","1301.1","2331.3","2679.9","2480.4","1886","1335.9","2789.8","2964.4","2553.5","2384.9","2395.5","1110.6","1113.9","2156.4","931.4","2275.9","2394.4","2263.9","1677.9","1205.6","1219.7","1596.1","176.3","1823.8","1998.4","1954.4","2399.3","1688","291","2683","436.3","1802.7","1052.9","2656.3","2381.4","2063.5","2494.7","",
"Czechia","CZE","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4019.5","4091.7","4179.3","4192.7","4132.7","3968.1","4346.6","3906","4508.6","4324","3940.8","5443.6","4741.6","4159","4522","5362.8","5073.9","4695.8","5592.6","4529.5","5309.3","6219.8","5880.6","6317","5497.5","5206.9","5653.2","6042.7","6113","5929.6","",
"Germany","DEU","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","2417.4","2962.2","2925.2","3120.8","2852.2","2878","3483.3","3619.6","3447.5","3179.6","3788.6","3770.2","3873.4","4178.8","3864.4","3495.7","3885.2","4285.2","4108.3","4227.6","4161.6","4568.3","4362.6","5036.6","5072.7","5084.8","4898.4","5173.7","5203.6","5411.1","5986.1","5335.6","5711.7","5826.2","6107.8","6282","6484.9","6330.2","6699.9","6452.9","7055.2","6251.5","5764.5","7355.3","6723.2","6486.6","6182.9","7118.8","7201.4","6685.2","6458.3","6964.9","7318","8050.3","7497.8","7182.1","7269.9","6178.9","6952","7133.3","6998.1","7126.1","",
"Djibouti","DJI","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","2500","2500","2500","2333.3","1750","1666.7","1500","1538.5","1333.3","1666.7","1643.3","1647.3","1651.9","1657.5","1666.7","1683.3","1704.7","1726","1769.4","1833.3","1714.3","1666.7","1666.7","1658.7","1500","1666.7","1738.2","1780.6","1816.7","1848.3","1879.3","2000","2000","1986.4","2007.6","1998.2","1998.7","1998.2","2024.7","2039.3","1973.9","2061.7","",
"Dominica","DMA","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1181.8","1181.8","1217.4","1217.4","1250","1250","1280","1280","1230.8","1230.8","1259.3","1259.3","1285.7","1285.7","1266.7","1333.3","1333.3","1333.3","1419.4","1437.5","1424.2","1411.8","1388.9","1352.9","1333.3","1200","1384.6","1333.3","1333.3","1363.6","1340.2","1339.9","1333.3","1341.3","1344.2","1347.3","1350.4","1353.8","1357.2","1357.3","1359.2","1364.1","1333.3","1377.5","1357.1","1404.7","1448.3","1437.7","1436.8","1416.7","1400","1666.7","1666.7","1623.5","1604","1597.7","1601.7","1609","1630","1644.5","1655.5","1666.5","",
"Denmark","DNK","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","3383.5","3750.6","3505.7","3963.4","3890.6","3714.4","3756.9","4026.4","3975.6","3583.8","3999.7","3977.2","3765","4190.1","3635.7","3302.4","4050.9","4060.5","4156.1","3892.5","4071.4","4521.3","3757.5","5555.4","4970.8","5049","4792.6","5084.2","5632.3","6117.9","5911.6","4314.2","5677.6","5530.6","6291.2","6052.6","6207.2","6100.1","5862.1","6216","6126.6","5761.8","6096.6","6013.1","6153.4","5778.4","5675.8","6017.4","6779","5875.9","5886.5","6309.7","6316.6","6752.1","6884.7","6222","6916.5","4888.8","6928.9","6926.3","6355","7241.4","",
"Dominican Republic","DOM","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1758.3","1788.6","1842.8","1990.2","2057.7","2196.3","1970.1","1948.9","2162.6","2378.5","2653.8","2892.6","3025.1","3208.7","2377.4","2603","2568","2780.1","2922.5","3005.1","3145.4","3753.9","3966","3463.7","3617.2","3754.8","3705.8","3499.2","3726.2","3996.2","3979.6","6090.2","4015.2","3636.7","3856.3","3835.6","3950.7","3635.3","3983.1","4159.3","4304.8","4343.4","4000.8","3824.8","3808.6","4262.9","4368.1","4468.8","3954.3","4436","4605.6","3747.7","4031.5","4965.6","5109.8","5172.1","5174.7","5040.8","5087.2","5130","5232","5223.6","",
"Algeria","DZA","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","346.2","814","803.8","530.2","606.3","403.9","631.4","705.2","614.9","637.5","587.8","671.7","493.7","497.9","845.2","690.5","410.9","586.1","561.5","760.4","646.2","593.3","579.5","547.4","912.5","837.2","759.9","574.1","760.4","687.7","1114.6","943.3","741.7","749.4","829.5","1337.8","779.8","846.3","1069.9","883.3","1106.9","1058.6","1470.3","1344.1","1500.8","1503.7","1253.5","1034","1653.9","1474.3","1643.3","1677.6","1813.1","1369.2","1400.2","1020.4","990.3","1952","1767.4","1520.4","1433.7","1610.4","",
"East Asia & Pacific (excluding high income)","EAP","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1288.19500782036","1393.91244839458","1525.22474951152","1612.13113891526","1692.9634081121","1776.7188781371","1828.52852592139","1849.89809887288","1859.29733675314","2051.81785913856","2088.37302230692","2026.09990976676","2163.0129954105","2250.0183608549","2314.1034145174","2367.27454910243","2311.0078878075","2548.90262375163","2739.15460513258","2705.36841942469","2834.63235331871","3129.87826758099","3305.77288830656","3491.87466750704","3398.36255152158","3458.04569359401","3516.7513717891","3484.18654228337","3575.54803590505","3786.38835134676","3777.92432378122","3869.33033446603","4007.42997369435","3983.70094507017","4066.28203453134","4241.48207733049","4193.67171374094","4293.21759506682","4288.00898529457","4198.34282945966","4249.17432984024","4329.99509913182","4330.55634645253","4552.89475998595","4607.20958142551","4688.46833625273","4717.35046143587","4899.30608596649","4852.77480506245","4916.81750091","5058.14911208855","5174.95640230085","5227.49456289704","5261.06098375175","5361.98798645292","5356.70607146512","5414.71659275419","5440.31312935439","5534.69545534111","5536.77084046097","5575.73933377584","5605.47240105599","",
"Early-demographic dividend","EAR","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1059.85232178373","1082.16381769003","1121.43644458079","1133.50255788789","1055.66178940873","1068.53254370295","1177.06814855374","1180.07592548502","1224.67801049619","1276.28192907002","1312.72252781943","1292.43840815589","1314.27932699928","1327.92295905794","1450.68791412788","1439.14092927417","1523.27573655546","1586.91153436524","1515.88158117557","1619.41100878184","1720.73941696468","1697.93800892591","1762.44336688505","1793.51011692333","1839.49165611474","1869.11884272775","1854.45260201169","1972.08014967405","2013.21482596186","2074.46027654574","2120.40207120591","2186.23105842932","2285.76188649476","2253.96673527174","2251.70318249977","2324.46677066773","2372.15985203956","2441.17173729636","2468.95046334196","2547.29552973692","2577.21598582352","2544.9536690603","2643.05680732974","2664.15739491126","2770.38035283015","2801.64626317047","2888.53316069097","2956.21066865296","2939.10431628147","3027.81212238053","3128.17699400872","3193.54267190924","3262.95804753352","3271.96410143899","3274.56225263122","3347.26099533607","3480.76860340481","3515.05696579209","3618.2585795761","3621.60925425698","3673.16926095101","3741.66838344923","",
"East Asia & Pacific","EAS","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1415.81032319421","1512.85378444233","1628.77399123461","1710.9795512631","1759.26961937329","1865.10173786654","1874.33969969266","1925.34829433018","1920.24690883438","2098.6271667081","2117.45866454827","2048.43789273087","2193.0190840145","2282.97457957101","2347.53061297148","2382.5513782216","2302.96330067176","2570.95335809085","2713.87633331894","2604.47037936012","2755.56600910805","2964.36608001619","3175.93399508697","3355.21677047373","3260.09722405864","3335.27493661056","3392.45788199231","3388.5834298139","3477.83258572222","3668.71105006852","3649.49319789585","3756.18708758318","3847.0932449042","3870.10133553648","3893.39568123973","4073.59656375696","4037.38552117136","4098.26441906594","4094.62090219198","4025.49960784578","4036.40360638086","4129.68219629372","3986.35096616838","4277.85496575655","4275.78686732919","4414.9585152829","4333.91619154273","4502.30451093717","4495.22070384061","4560.45224502424","4753.88814495586","4870.29996831994","4903.88109221868","4962.1960241519","5046.04755119279","5066.08799259784","5150.36299106085","5143.75190746719","5194.16303539866","5191.83706363983","5259.16625911339","5322.83509013686","",
"Europe & Central Asia (excluding high income)","ECA","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1107.55131195561","1238.67191115881","1415.92740237092","1274.57897361778","1308.15967418669","1520.63011016618","1541.23088221164","1392.43005635186","1507.76489216281","1488.9224712645","1803.22631585133","1762.69038205986","1564.4645644373","1559.4037151413","1890.08511080305","2091.1837322953","2028.71388709182","2068.57577302319","2154.30268147815","2112.02749439826","2169.1890361739","2356.16701115113","2118.79292967271","2322.990161663","2066.11785938818","2401.62387583859","2346.776579951","2453.2723206869","2128.46422550227","2449.04551369398","2479.11380179752","1896.79733354267","1845.24928317941","1619.24300502616","1518.82193752902","1540.96968059963","1878.173287807","1624.69275962157","1722.16428938784","1730.55603565654","2056.09593597398","2104.47648392776","1922.35415741805","2117.96570375912","2097.83709699287","2146.21824175217","2079.85743732554","2505.88411220742","2432.25302146205","2155.68661748938","2648.89297135561","2231.4085422775","2669.03187413555","2795.54214385159","2777.77968040737","2965.32903045062","3043.32151734304","2996.79529099163","3064.97186176474","3051.23283390206","3094.28758927994","3279.54569672001","",
"Europe & Central Asia","ECS","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1813.67612467688","1974.74363506009","2014.3221050699","2056.88191389366","2157.24061193473","2186.41703914701","2412.41760177946","2404.67474735926","2440.93335093499","2337.10475398937","2751.64624560093","2794.7177020352","2817.81493127613","2920.07991505608","2831.75883550744","2840.28237306876","2989.74369796231","3228.27611933234","3109.56656244874","3321.69299292737","3193.75698972714","3482.86796598863","3326.36151040602","3925.63509425164","3693.4481042079","3695.54746356328","3692.34917262582","3853.00401182457","3827.61201676762","3918.20424743689","4092.99690805853","2574.5870978373","2620.67507392152","2510.07452034092","2535.63283755699","2706.13907486623","2932.08308795087","2922.93744498624","2943.92088756962","2890.64725590856","3086.09541037248","3142.19193254395","2898.79714761203","3392.4014737404","3171.4438376556","3124.1316400189","3058.10243974395","3547.02258787704","3431.93968105574","3289.27850119619","3583.8675324284","3276.12270167986","3662.28165134837","3899.61992917346","3803.37712370412","3818.76098727681","3966.41427221741","3839.01363373109","4028.24020375831","3932.68021680152","4031.17590690089","4043.05823986393","",
"Ecuador","ECU","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1010.7","925","986.5","768.7","958.8","1007.2","893.2","823.3","1074","1093","961.9","922.1","1229.2","1283.2","1414.4","1352.7","1368.5","1377","1492.3","1639.6","1768","1880.1","1566","1851.3","1929.3","1379.6","1519.8","1708.4","1756.1","1723.6","1704.2","1768.6","1951.6","2075","1984.3","2029.3","2058.7","1954.9","2123.1","2306","1899.4","2434.6","2617.3","2922.2","2841.6","2830","3144","2980.3","2965.5","2723.1","2299.8","2914.6","2592.5","3216","3927","3362.1","3771.3","3552.6","3966.8","3530.9","4015","4050.3","",
"Egypt, Arab Rep.","EGY","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","2905.7","3259.6","3312.8","3330.1","3775.6","3565.5","3557.3","3627.1","3716.6","3911.8","3911.5","3951.3","4080","3840.4","3978.1","3941.1","3923.8","4019.3","3964.2","4094.5","4100.5","4203.7","4321.1","4347.5","4539.2","4696.2","4891.6","5028.8","5337.7","5702.9","5613","5898.5","5995.1","5861.1","5903.7","6499.1","6605.5","6797.4","7166.6","7280.1","7099.4","7445.6","7515.4","7556.2","7536.9","7500.2","7418.5","7452.2","7158.3","6504.3","7246.3","7269","7285.3","7085","7117.3","7251.5","7400.6","6776","6047","7166.1","7338.5","7418.5","",
"Euro area","EMU","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1951.51991615521","2207.96000608397","2202.523798532","2274.63831501309","2339.34830594603","2325.8561888054","2707.6357233575","2739.58721678258","2741.74216098029","2625.48611917454","3065.707110503","3070.06055979031","3184.07784792263","3261.51104403485","3140.56900369987","2954.96662551358","3231.99166180228","3587.16999067113","3458.57958888969","3776.34473760582","3524.54087101325","3773.66545175905","3687.47581636249","4443.38055495292","4315.50014260071","4091.78160630324","4240.94689960362","4507.36025199183","4428.85347153621","4489.04884955878","4815.11176231715","4387.60664913699","4661.68851232535","4626.36141805456","4555.97336072284","5164.14771908098","5040.90623736051","5286.67222522965","5160.50967923636","5347.72347098216","5220.01270132906","5366.38393802545","4775.88854186051","5862.31559836033","5228.54572489694","5248.24560623343","5305.87636559919","5786.1183062503","5699.41026529533","5510.37545346084","5611.63215941462","5570.36560091219","5832.9109864308","6105.65089448584","5992.85216753353","5477.98054798017","5750.56086742743","5531.80883973543","5923.34734443009","5874.80403070657","5936.42468734105","5578.25764056774","",
"Eritrea","ERI","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","256.6","767","416","264.9","265.5","959.7","746.6","377.2","637.1","158.2","261","275.3","758.2","798.5","938.5","252.2","500.1","511.7","649.1","689.4","669.8","666.4","642.4","639.7","642.2","638.9","640.3","640.5","639.9","640.2","",
"Spain","ESP","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1082.5","1278.7","1303.1","1178.5","1250.7","1327.6","1480.6","1569.1","1558.1","1380.3","1840.5","1611.1","1595.1","1765.6","1974.3","1766.2","1925.2","2174.7","1907.8","2479.9","1571.3","1764.3","1851.1","2772.1","2762.2","2143.1","2626.8","3017.9","2491.5","2482.7","2488.9","1955","2717.4","2348.3","1729.7","3303","2764.4","3395.9","2705.2","3603.3","2804.7","3222","3250.7","3750.1","2159.3","3028.2","3933.9","3573.5","2944.8","3291.5","3691.8","2842.5","4047.1","3248.5","3243.1","3877.8","2770.2","4205.5","3445.5","4501.5","4227.4","3307.4","",
"Estonia","EST","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1403.8","2161.3","1597.1","1687.4","2178.5","1992","1627","1251.3","2114.7","2037","2024","1921.7","2330.3","2694.4","2209.9","3009.1","2792.8","2760.5","2464.2","2598.9","3412","3135.6","3669.6","4381.6","2658.4","3967.3","2624.9","4458.6","4411.5","3502.4","4224.5","",
"Ethiopia","ETH","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","714.6","702.3","704","723.5","732.3","741","744.4","724.3","758.7","770.5","784.5","803.5","827.3","812.1","853.1","1063.7","1035.5","897.3","1124.2","1260.7","1190.7","1165","1335.8","1169.8","880.6","965.6","1152.9","1214.1","1172.2","1238.1","1307.5","1155.8","1313","974.4","1033.5","1213.6","1263.9","1140.9","1124.6","1116.3","1198","1353.7","1123.3","1162.6","1361.4","1563.3","1441","1418.4","1647.1","1767.3","1876.6","1963.3","2102","2235.1","2344.9","2352.2","2539.4","2729.8","2831.8","2861.3","2891.7","2813.7","",
"European Union","EUU","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1917.62207077433","2062.76833180661","2079.56876601562","2161.42672873089","2281.09977941472","2300.87379928779","2563.85074866242","2594.08120202602","2619.11321102709","2505.64447638964","2938.16415535657","3010.52521047151","3078.53828769862","3187.25305815733","3051.2740714067","3028.97937142507","3170.40703550236","3459.59740154681","3300.88454790873","3542.78270267382","3383.15963243017","3693.37736472995","3526.19070968052","4187.0118868796","3979.75911654606","3904.97416712823","3943.57688900334","4139.48026278899","4183.56240953335","4187.19335409845","4408.24217147344","3751.18899509723","3980.88702442868","3995.1933035541","4112.54712940082","4379.94483325488","4476.69253550749","4531.43985915871","4521.7106115811","4397.74854597764","4556.36528048616","4605.36171647603","4144.74489610358","5238.28950887961","4711.52979671837","4562.01292024807","4491.05811137134","5105.97295300045","4969.02272938324","4916.01472752947","5061.00764840411","4821.25130486836","5253.38897627744","5612.19301455192","5377.75627490777","5193.83059210441","5499.55110194519","5230.17192293821","5574.78676338519","5465.24041142327","5663.96313719122","5260.3150935671","",
"Fragile and conflict affected situations","FCS","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","830.569865332778","866.333163171428","841.634182624818","850.804141772811","836.845200618113","787.026460917305","870.509187795607","864.881907559596","852.348317201026","833.830330668119","860.639090872452","902.887550265044","822.510341934684","965.936220245239","960.020707561293","948.51155124569","954.165503860279","990.681349447487","1010.2253143299","1136.19623137667","1239.56761951087","1152.16822511464","1124.5816680312","1066.89224801395","1123.26340627473","1123.52328057602","1096.16264794904","1177.99169810086","1056.09325971377","1069.87598152697","1063.13098667177","1320.18350269766","1463.92564143794","1293.24785457089","1307.98664418552","1287.70347544665","1315.25705480661","1281.44169049112","1275.26384171725","1255.89152686733","1458.83482171287","1479.28774800936","1398.55083561328","1576.47331186637","1475.71930314595","1581.94413695651","1511.3166794531","1706.12510781307","1725.68639766457","1635.41471950292","1719.17568145926","1750.44159491105","1803.09421050904","1880.416351594","1945.57333371232","1928.19352463603","1919.59520634135","2012.7018213939","2115.61946475408","2010.44907708984","2138.69681330697","1940.77673944353","",
"Finland","FIN","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1883.4","1363.6","1799.2","1581.3","2007.9","1780.6","1990.7","2082.1","2286.3","2396.6","2568","2460.5","2241","2183.3","2625.4","2951.8","2431.4","2446.7","2636.8","2823.4","2072.9","2922.3","3180.1","3059.2","2904.3","2941.4","1920","2326.8","3190.2","3543.1","3347.7","2845.8","3606.5","3587.2","3409","3438","3410.1","2402.8","2541.2","3498.7","3164.4","3295","3178","3210.6","3422.9","3293.8","3654.7","3542.3","3760.4","3135.3","3521.7","3533.6","3689.5","3691.4","3613.9","3573.3","3957.9","3052.7","4257.5","3589.3","2777.3","3770.5","",
"Fiji","FJI","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1761.1","1765.2","1811.7","1785.4","1783","1726.3","1756.7","2040.7","1841.6","1865.3","1920.4","1938.1","2059.7","1935.5","2240.8","2302","1930.1","1854.4","2017.7","1925.6","2069.5","2118.5","1844.7","2140.5","2408.2","2181.8","1922.8","2378.2","2370.6","2181","2316.8","2154","2275.5","2301","2651","2105","2213.3","754.4","2706.3","2433.7","2341.6","2379.8","2338.9","2352.8","2349.2","2283.5","2652.4","2266.1","2819","2871.1","2821.3","2423.4","2999.5","4475.4","3001","3000.9","3000.9","3002.2","3353.3","3665.7","3887.2","4090.3","",
"France","FRA","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","2275.9","2689.7","2769.4","2823.4","3106.5","2908.1","3476.7","3570.9","3532.1","3374.4","3875.5","4168.7","4407.5","4179.3","3696.6","3440.8","4051.4","4630.5","4516","4854.2","4729.1","5007.5","4949.9","5976.8","5742.8","5301.6","5706.2","6080.8","6099.1","6082.6","6536.2","6485.4","6512.6","6542.6","6456.5","7082.4","6890.3","7415.4","7260.4","7231.5","6729.2","7453","6125.3","7518.7","6965.4","6800.5","6520.6","7252.8","7412.4","7068.6","6919.3","7254.5","7084.8","7579.1","7590.5","5690.9","7306.7","6829.1","7491.9","6394.9","7171.3","6654.9","",
"Faroe Islands","FRO","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1200.4","1208.9","1206.1","1213.2","1193.5","1217.9","1220.9","1224","1227.3","1230.8","1234.7","1238.9","1243.5","1254.6","1272.2","1287.4","1192.9","1366.1","1421.4","1475.2","1528.1","1674.3","1673.8","1670.5","1678.1","1697.3","1722.4","1741.9","1704.5","1718","1719","1712.9","",
"Gabon","GAB","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","1587.2","1513.9","1598.1","1594.3","1602.6","1512.8","1514.9","1503.6","1502.3","1465.5","1463.6","1511.1","1534","1494.3","1396.4","1486.7","1511.7","1503","1554.4","1525.4","1456.5","1500","1523.8","1545.6","1453.2","1473.8","1580","1615.1","1459.4","1588.2","1701.5","1550","1588.5","1658.4","1557.7","1591","1562.4","1583.7","1599.1","1630.3","1541.5","1449.4","1538.1","1559.8","1569.9","1580","1667.1","1611.4","1589.1","1595","1596.1","1600.6","1600.4","1592.5","1591.7","1590.2","1587.6","1587","1587.5","1587.6","1587.6","1587.4","",
"United Kingdom","GBR","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","3176.5","3683.5","3484.3","3734.7","3750.1","3544.7","3828.7","3446.5","3670.8","3568.9","3926.2","4083.1","4077.7","4369.1","3812.4","3599.2","4513.3","4522.5","4497.2","4944.2","4933.1","5439","5377.5","6590.9","5592.1","6083.1","5506.1","5399.4","5866.7","6170.9","6466","6326.9","6428.6","6556.8","6872.6","7299.9","6695.8","6661.4","7043.3","7164.8","6291.1","7076.9","7032.8","7031.8","7196.5","7278.6","6632.3","7420.2","7029.6","6953","6984.7","6215.1","6631.6","7696.5","7980.9","7022.6","7229","6788.7","7946","6241","6966.8","7720.1","",
"Georgia","GEO","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1996.2","1768","2015.6","2150.9","2492.9","2203.5","1592.8","2110.2","1369","2012.2","1860.1","2136.9","2003.4","2011.6","1583.8","2114.5","2090.4","1907.8","1271.4","2201.3","2186.4","2200.6","2032.8","1959.4","2514.5","1976.2","2531.2","2536.5","2645.9","2748.8","2406.8","",
"Ghana","GHA","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","816.4","809.6","788.2","777.6","809.2","1088.7","916.1","859.3","824.8","858.2","860.7","867.1","863.7","957.1","834.3","816.7","832","837.2","844.2","717.8","860","764","517.4","840.1","890.7","984.8","938.6","1095.8","1012.9","989.2","1220.8","1042.1","1340.2","1327.5","1354.1","1389.2","1321.7","1333.8","1297","1309.2","1186.1","1349","1396.4","1373.3","1432.3","1334.5","1317","1598.1","1659.8","1814.3","1594.2","1768.1","1688.8","1703.4","1830.3","1842.4","1930.7","2172.6","2346.2","2410.8","2360.5","2503.9","",
"Gibraltar","GIB","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
